	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
81	"=HYPERLINK(""http://enwp.org/User:AnomieBOT"",""AnomieBOT"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	197.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=380366737"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=380145739"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377790169"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377808488"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377553799"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377951606"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=379734683"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=379286167"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=377905593"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:AnomieBOT_II/shutoff/TFATitleSubpageCreator&diff=prev&oldid=376915217"",""diff"")"	
82	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	281.0	88.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Americas&diff=prev&oldid=487944592"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_rivers_in_Antarctica&diff=prev&oldid=500259856"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Denmark-Slovenia_relations&diff=prev&oldid=430846434"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:July_20_Plot&diff=prev&oldid=433192230"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Captain_Bill_McDonald&diff=prev&oldid=432710977"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Denmark-Malaysia_relations&diff=prev&oldid=430846418"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Queer_as_folk_us&diff=prev&oldid=444149693"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Yuman-Cochimí_languages&diff=prev&oldid=438977430"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Juday&diff=prev&oldid=500256465"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_film,_television,_and_entertainment_industry_awards_of_Judy_Ann_Santos&diff=prev&oldid=500256424"",""diff"")"	
83	"=HYPERLINK(""http://enwp.org/User:RjwilmsiBot"",""RjwilmsiBot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	65.0	65.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=GaGa&diff=prev&oldid=573246237"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Recovering_biblical_manhood_and_womanhood&diff=prev&oldid=573239457"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Follow_that_Egg!&diff=prev&oldid=494576330"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Archdeacon_of_canterbury&diff=prev&oldid=494577335"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wilson_(House_Episode)&diff=prev&oldid=423770087"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Asia_institute&diff=prev&oldid=469225972"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Right_Angle&diff=prev&oldid=469176113"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ipl&diff=prev&oldid=432070062"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Who_Are_The_Brain_Police?&diff=prev&oldid=573236590"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Sonata_For_a_Solo_Organ&diff=prev&oldid=469268220"",""diff"")"	
84	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	7399.0	6998.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Kamala_lopez-dawson&diff=prev&oldid=441651627"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=FC_Kiev&diff=prev&oldid=439248454"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Glossary_of_linear_algebra&diff=prev&oldid=448599943"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Haapai&diff=prev&oldid=410715741"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=UStream&diff=prev&oldid=438405135"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=United_States-Kuwait_relations&diff=prev&oldid=459817526"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Superman_(T-Pain_Song)&diff=prev&oldid=420506565"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Class_2_Senator&diff=prev&oldid=507852880"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=BRIC_bloc&diff=prev&oldid=434091328"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dinamo_Kiev&diff=prev&oldid=439246822"",""diff"")"	
85	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	9484.0	8021.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Adjutant_Reflex&diff=prev&oldid=460888098"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=SriLankan_Cargo&diff=prev&oldid=592646413"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Edvins_Ozolin&diff=prev&oldid=537327058"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Minh-Menh&diff=prev&oldid=579865118"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Georgia_and_the_European_Union&diff=prev&oldid=459716645"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rebirth_of_Fusion&diff=prev&oldid=487776601"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=MUSES-C&diff=prev&oldid=501948414"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Societe_des_Chemins_de_Fer_de_Quebec&diff=prev&oldid=498259711"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ses_(film)&diff=prev&oldid=586646092"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rose-hulman&diff=prev&oldid=539372732"",""diff"")"	
86	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	182.0	73.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Religious_Christmas&diff=prev&oldid=547587655"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Westside_Church&diff=prev&oldid=552217070"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Wikipedia_categories_named_after_Czech_people&diff=prev&oldid=546585344"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Years_in_motoring&diff=prev&oldid=546145186"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Educational_institutions_disestablished_in_1982&diff=prev&oldid=547529752"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Road_bridges_in_Germany&diff=prev&oldid=547606049"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Commission_scolaire_du_Val-des-Cerfs&diff=prev&oldid=549120074"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Vertexicola&diff=prev&oldid=546124215"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Rail_transport_in_Lebanon&diff=prev&oldid=547567421"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1827_in_international_relations&diff=prev&oldid=546595770"",""diff"")"	
87	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	43.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Battle_of_Tibet&diff=prev&oldid=426638272"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Russo–Ugandan_relations&diff=prev&oldid=443085372"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:November_2008_Mumbai_attacks/GA1&diff=prev&oldid=443744498"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Invasion_of_Tibet_(1950–1951)&diff=prev&oldid=426641736"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Fatali_Akhundov&diff=prev&oldid=449564729"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Phineas_and_Ferb:_Across_the_Second_Dimension&diff=prev&oldid=443745138"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Agar_(India)&diff=prev&oldid=446544545"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Ivan_Fedorovych_(printer)&diff=prev&oldid=450461445"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:2007-08_Guinness_Premiership&diff=prev&oldid=446542856"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:November_2008_Mumbai_attacks/Archive_4&diff=prev&oldid=443744548"",""diff"")"	
88	"=HYPERLINK(""http://enwp.org/User:タチコマ robot"",""タチコマ robot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	25.0	8.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User:Wikipelli/Travelers_Hotel&diff=prev&oldid=528810072"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Pen,_Raigad&diff=prev&oldid=446747016"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Zrnovci_municipality&diff=prev&oldid=546325319"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Best_of_James_Bond&diff=prev&oldid=501747421"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Bari,India&diff=prev&oldid=446745800"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Eagar,_AZ&diff=prev&oldid=500386437"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:San_Jose_Earthquakes_(1974-1988)&diff=prev&oldid=528304014"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Zrnovci_Opstina,_Republic_of_Macedonia&diff=prev&oldid=546325298"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User:Kamek98/Template:Sun_Quan's_campaign_for_independence&diff=prev&oldid=486570862"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Salaya&diff=prev&oldid=446747126"",""diff"")"	
89	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	119.0	119.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Krobia_(disambiguation)&diff=prev&oldid=543198541"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Meara&diff=prev&oldid=544409043"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Zygogynum_oligostigma&diff=prev&oldid=544933116"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Treaty_of_El_Pardo_(1728)&diff=prev&oldid=545634378"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Bronchocela_danieli&diff=prev&oldid=544237765"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tetela_people&diff=prev&oldid=542725206"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Quinn_Weng&diff=prev&oldid=544969437"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Kongō-zue&diff=prev&oldid=546148475"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Leucospermum_cordifolium&diff=prev&oldid=543429985"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Heart_River&diff=prev&oldid=546028450"",""diff"")"	
90	"=HYPERLINK(""http://enwp.org/User:SteveBot"",""SteveBot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	23.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Queer_culture&diff=prev&oldid=437348048"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Super_Mario_3DS&diff=prev&oldid=435785526"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Fleet_Admiral_of_the_Soviet_Union_Kuznetsov_aircraft_carrier&diff=prev&oldid=444248129"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Soviet_aircraft_carrier_Kuznetsov&diff=prev&oldid=444248088"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:2011_Rolex_24_Hours_of_Daytona&diff=prev&oldid=435782739"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Admiral_of_the_Fleet_of_the_Soviet_Union_Kuznetsov_aircraft_carrier&diff=prev&oldid=444248168"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template_talk:Middle_East_and_North_Africa_protests&diff=prev&oldid=437349964"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:2010–2011_Arab_world_protests&diff=prev&oldid=437349446"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:Middle_East_and_North_Africa_protests&diff=prev&oldid=437349461"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Juan_Prim&diff=prev&oldid=434177544"",""diff"")"	
91	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	90.0	35.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Articles_for_creation/Reality_Hunger&diff=prev&oldid=603688701"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Jpeterse/speckled_chub&diff=prev&oldid=618848301"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Halifax_Class&diff=prev&oldid=535175897"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:ANIMATION/P&diff=prev&oldid=436114719"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Virgin_Blue_Holdings_Limited&diff=prev&oldid=464532144"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Portal:Orissa/Selected_article/4&diff=prev&oldid=536228956"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pablo_Miki&diff=prev&oldid=339478989"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wealth_transfer&diff=prev&oldid=380964098"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Fort_Lauderdale_Strikers_(1988-1994)&diff=prev&oldid=535956095"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Petar_Stojanovic&diff=prev&oldid=323767943"",""diff"")"	
92	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	65.0	55.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Richard_Wright_(Pink_Floyd)&diff=prev&oldid=414710656"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Austrumi&diff=prev&oldid=582851001"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Andy_Vernon&diff=prev&oldid=545777968"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=It's_Not_Me,_I_Swear!&diff=prev&oldid=493630131"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Uppie&diff=prev&oldid=436968204"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Winning_Eleven_DS&diff=prev&oldid=503491397"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Asuka_Honda&diff=prev&oldid=498102327"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chondrus&diff=prev&oldid=575414072"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Winning_Eleven_Pro_Evolution_Soccer&diff=prev&oldid=503491367"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dolac,_Berane&diff=prev&oldid=527342438"",""diff"")"	
93	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	316.0	125.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Club_Deportivo_Huachipato&diff=prev&oldid=567837914"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Toronto_Blizzard_(1986-1993)&diff=prev&oldid=541074502"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Opština_Vinica,_Republic_of_Macedonia&diff=prev&oldid=545565834"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=G.j.&diff=prev&oldid=501908511"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=AirRail&diff=prev&oldid=501260079"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Berovo_municipality&diff=prev&oldid=545552751"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Sassari_Torres_1903&diff=prev&oldid=567726772"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Makedonska_Kamenica_municipality&diff=prev&oldid=545557480"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Colegio_San_Agustin-Bacolod&diff=prev&oldid=543444132"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Metathesis_reaction&diff=prev&oldid=508944952"",""diff"")"	
94	"=HYPERLINK(""http://enwp.org/User:Mathbot"",""Mathbot"")"	"=HYPERLINK(""http://enwp.org/User:FrescoBot"",""FrescoBot"")"	427.0	427.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(X)&diff=prev&oldid=470862081"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(F)&diff=prev&oldid=518393511"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(K)&diff=prev&oldid=502297189"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(F)&diff=prev&oldid=484903990"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(K)&diff=prev&oldid=466755393"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(F)&diff=prev&oldid=451571224"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(J)&diff=prev&oldid=478141397"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(K)&diff=prev&oldid=410242750"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(S)&diff=prev&oldid=432066797"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_mathematicians_(V)&diff=prev&oldid=512923177"",""diff"")"	
95	"=HYPERLINK(""http://enwp.org/User:Yobot"",""Yobot"")"	"=HYPERLINK(""http://enwp.org/User:FrescoBot"",""FrescoBot"")"	62.0	1.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Political_general&diff=prev&oldid=398691032"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Glossary_of_spirituality-related_terms_(P-R)&diff=prev&oldid=398665352"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:The_Pride_of_Mid-America_Marching_Band&diff=prev&oldid=441074140"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_German_Christian_Democratic_Union_politicians&diff=prev&oldid=482239719"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Geoffrey_Howe&diff=prev&oldid=398664255"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Luke_Treadaway&diff=prev&oldid=398681612"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:American_Humanist_Association&diff=prev&oldid=398650731"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Robot_Chicken_episodes&diff=prev&oldid=398679623"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Power_dividers_and_directional_couplers&diff=prev&oldid=398691243"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Glossary_of_spirituality-related_terms_(G-L)&diff=prev&oldid=398665338"",""diff"")"	
96	"=HYPERLINK(""http://enwp.org/User:WildBot"",""WildBot"")"	"=HYPERLINK(""http://enwp.org/User:FrescoBot"",""FrescoBot"")"	3206.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Clitoris&diff=prev&oldid=350785591"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:1990s_in_video_gaming&diff=prev&oldid=357843501"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:California's_12th_congressional_district_election,_1946&diff=prev&oldid=350775635"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Queen_Victoria&diff=prev&oldid=350905793"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Spanish_supercentenarians&diff=prev&oldid=355533954"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Sloth&diff=prev&oldid=348457611"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Type_safety&diff=prev&oldid=355183537"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Star_Wars:_Episode_II_–_Attack_of_the_Clones&diff=prev&oldid=350772354"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Andrea_Dworkin&diff=prev&oldid=352020863"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template_talk:National_League_play-off_finals&diff=prev&oldid=355279286"",""diff"")"	
97	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:MenoBot II"",""MenoBot II"")"	57.0	57.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Scutus_olunguis&diff=prev&oldid=535176615"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Fissurisepta_fumarium&diff=prev&oldid=533994711"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Emarginula_longifissa&diff=prev&oldid=532853751"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Puncturella_kawamurai&diff=prev&oldid=534001507"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Puncturella_voraginosa&diff=prev&oldid=534001895"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Scutus_forsythi&diff=prev&oldid=535176536"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Puncturella_granitesta&diff=prev&oldid=534001374"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tugali_scutellaris&diff=prev&oldid=535180679"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Emarginula_intervecta&diff=prev&oldid=532853705"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Emarginula_sinica&diff=prev&oldid=533994224"",""diff"")"	
