	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
98	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	"=HYPERLINK(""http://enwp.org/User:SDPatrolBot"",""SDPatrolBot"")"	37.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=566274286"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=525917736"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=522011864"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=529967490"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=516677547"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=526149656"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=533967878"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=562746459"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=561961314"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=527859717"",""diff"")"	
99	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	"=HYPERLINK(""http://enwp.org/User:SDPatrolBot"",""SDPatrolBot"")"	278.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=470631250"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=474509445"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=461026629"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=469673852"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=457053928"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=479574040"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=437696783"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=534637941"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=490468278"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=458966914"",""diff"")"	
100	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:DixonDBot"",""DixonDBot"")"	40.0	25.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Intervention_prices&diff=prev&oldid=545678013"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=I31&diff=prev&oldid=546013420"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Katvari_parish&diff=prev&oldid=543181672"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Archiereus&diff=prev&oldid=545327178"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Park_Road&diff=prev&oldid=544506489"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Italé&diff=prev&oldid=550420767"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Geography_of_Madhya_Pradesh&diff=prev&oldid=547408939"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Imago_Mortis&diff=prev&oldid=546195764"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=IIN&diff=prev&oldid=545182410"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Geography_of_Haryana&diff=prev&oldid=547461686"",""diff"")"	
101	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:MuZebot"",""MuZebot"")"	33.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Audiosmurf&diff=prev&oldid=519159167"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Krator&diff=prev&oldid=475364056"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Audiosmurf&diff=prev&oldid=393777036"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Smurdah&diff=prev&oldid=393103386"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Krator&diff=prev&oldid=580177214"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Nicholas_Perkins&diff=prev&oldid=353366513"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Krator&diff=prev&oldid=523564872"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Smurdah&diff=prev&oldid=486828888"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Audiosmurf&diff=prev&oldid=563783897"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Smurdah&diff=prev&oldid=470411389"",""diff"")"	
102	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:RjwilmsiBot"",""RjwilmsiBot"")"	30.0	30.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=K_Street_(Washington_DC)&diff=prev&oldid=556326112"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=K-Class_Blimp&diff=prev&oldid=597361414"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=1984-1990_FC_Seoul_(Lucky-Goldstar_Hwangso)_seasons&diff=prev&oldid=589115756"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hiawatha_line&diff=prev&oldid=595922088"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=K_Street_(Washington_D.C.)&diff=prev&oldid=556326087"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Business_Administration&diff=prev&oldid=594771811"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Islanders-Rangers_rivalry&diff=prev&oldid=513940444"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=La_Resistance_(professional_wrestling)&diff=prev&oldid=571487416"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=CIM-10_BOMARC&diff=prev&oldid=591960129"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=K_Street_(Washington,_DC)&diff=prev&oldid=556326055"",""diff"")"	
103	"=HYPERLINK(""http://enwp.org/User:Yobot"",""Yobot"")"	"=HYPERLINK(""http://enwp.org/User:WildBot"",""WildBot"")"	467.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Suraj_Singh_Thakuri&diff=prev&oldid=398699191"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Scaevola_glabra&diff=prev&oldid=398695731"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:TI-BASIC&diff=prev&oldid=398702660"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Texas_county_seat_name_etymologies&diff=prev&oldid=398680257"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:The_Day_of_the_Troll&diff=prev&oldid=434215998"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Comparison_of_scorewriters&diff=prev&oldid=398658143"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Eptapirone&diff=prev&oldid=434211122"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Adrian_Gill&diff=prev&oldid=398635362"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Christ_Church_(Episcopal),_Shrewsbury&diff=prev&oldid=411798806"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Meili_Xue_Shan&diff=prev&oldid=571800450"",""diff"")"	
104	"=HYPERLINK(""http://enwp.org/User:FrescoBot"",""FrescoBot"")"	"=HYPERLINK(""http://enwp.org/User:WildBot"",""WildBot"")"	35.0	1.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Tosayutaka_Yūya&diff=prev&oldid=349769280"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:History_of_mathematical_notation&diff=prev&oldid=350388635"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Masters_of_the_Universe_characters&diff=prev&oldid=352612518"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Middle_East_peace_proposals&diff=prev&oldid=352612833"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Microsoft_Windows_components&diff=prev&oldid=352612736"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Electrical_engineering&diff=prev&oldid=350457213"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_Microsoft_operating_systems&diff=prev&oldid=352612811"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_French_Open_women's_singles_champions&diff=prev&oldid=350860752"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Lists_of_mathematics_topics&diff=prev&oldid=349771392"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:List_of_NCIS_characters&diff=prev&oldid=351122440"",""diff"")"	
105	"=HYPERLINK(""http://enwp.org/User:Chobot"",""Chobot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	604.0	58.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1920s_establishments_in_the_British_Empire&diff=prev&oldid=548417244"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:18th-century_BC_architecture&diff=prev&oldid=548415205"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1810_establishments_in_England&diff=prev&oldid=548410729"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1870s_establishments_in_the_British_Empire&diff=prev&oldid=548413261"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hongō-sanchōme_Station&diff=prev&oldid=471656728"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1863_establishments_in_the_Ottoman_Empire&diff=prev&oldid=548412752"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Tonga_politics_and_government_templates&diff=prev&oldid=549362431"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1900s_establishments_in_Argentina&diff=prev&oldid=548415443"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1800s_establishments_in_England&diff=prev&oldid=548410411"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1380s_establishments_in_England&diff=prev&oldid=548404197"",""diff"")"	
106	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	140.0	129.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yohannes_(John)_IV_of_Ethiopia&diff=prev&oldid=576440373"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=FC_Seoul_(Lucky-Goldstar_Hwangso)_seasons_1984-1990&diff=prev&oldid=575869778"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wuqiu_Township,_Kinmen_County&diff=prev&oldid=574519540"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dsungar&diff=prev&oldid=426556564"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Come_Back_(Foo_Fighters_song)&diff=prev&oldid=426550978"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Interrogator&diff=prev&oldid=576435297"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=بارق&diff=prev&oldid=574784420"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rakiura_(island)&diff=prev&oldid=575882011"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stesti_(Something_like_Happiness)&diff=prev&oldid=575194968"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chirag_United_SC&diff=prev&oldid=575482611"",""diff"")"	
107	"=HYPERLINK(""http://enwp.org/User:タチコマ robot"",""タチコマ robot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	255.0	241.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=!xoo_language&diff=prev&oldid=502707414"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=HK_Sokol_Kiew&diff=prev&oldid=561968924"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Kiev_Sokol&diff=prev&oldid=561968910"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yen_Sinh_Vuong&diff=prev&oldid=569931669"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=History_of_Ottoman_era_Tunisia&diff=prev&oldid=604507942"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Halifax_(former_city),Nova_Scotia&diff=prev&oldid=482244223"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Dentist_Makes_Me_Smile&diff=prev&oldid=604055388"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Auni_dialect&diff=prev&oldid=502707318"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=What's_That_Shadow?&diff=prev&oldid=604054460"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=American_neopaganism&diff=prev&oldid=461928995"",""diff"")"	
108	"=HYPERLINK(""http://enwp.org/User:JAnDbot"",""JAnDbot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	23.0	20.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Help:Interlanguage_links&diff=prev&oldid=483328398"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alishing_District&diff=prev&oldid=542043374"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_A10_roads&diff=prev&oldid=504894298"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dysprosium&diff=prev&oldid=516113189"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Danish_computer_scientists&diff=prev&oldid=390463029"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Khoisan&diff=prev&oldid=517343010"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gadolinium&diff=prev&oldid=516113162"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tangut_people&diff=prev&oldid=517160005"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alingar_District&diff=prev&oldid=542043394"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Suzuki_Ignis&diff=prev&oldid=464748022"",""diff"")"	
109	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	31784.0	15489.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1940_establishments_in_Scotland&diff=prev&oldid=546821764"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chlorociboria_duriligna&diff=prev&oldid=546374194"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Herman_Teodor_Holmgren&diff=prev&oldid=544353997"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=North_Stoke&diff=prev&oldid=544600835"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Bovicornua&diff=prev&oldid=545627585"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Conohypha&diff=prev&oldid=543352868"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Jyamire,_Palpa&diff=prev&oldid=545516789"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Football_clubs_in_Ankara&diff=prev&oldid=547682436"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Dübendorf&diff=prev&oldid=547285256"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Buildings_and_structures_in_Eskişehir&diff=prev&oldid=547208434"",""diff"")"	
110	"=HYPERLINK(""http://enwp.org/User:JackieBot"",""JackieBot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	81.0	26.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Now,_Now&diff=prev&oldid=537277106"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Star_Trek:_Voyager_episodes&diff=prev&oldid=473341199"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Conflicts_in_1860&diff=prev&oldid=507228000"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=José_María_Figueres&diff=prev&oldid=532197546"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Tivoli,_Grenada&diff=prev&oldid=498670071"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=London_King's_Cross_railway_station&diff=prev&oldid=491665728"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Conflicts_in_1878&diff=prev&oldid=507228566"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1957_paintings&diff=prev&oldid=467188255"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Conflicts_in_1881&diff=prev&oldid=507228704"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Conflicts_in_1868&diff=prev&oldid=507228211"",""diff"")"	
111	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	4606.0	4428.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Finnish_motor_patrol_boat_VMV_17&diff=prev&oldid=421642561"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=White_Fang_(1973_film)&diff=prev&oldid=529620206"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wu_Yi_(Shang_dynasty_ruler)&diff=prev&oldid=591619511"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Queen_Te_Atairangikaahu&diff=prev&oldid=510023970"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Last_Call_(2011_film)&diff=prev&oldid=621943932"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=I'm_Beamin&diff=prev&oldid=414660564"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Nuernberg_Hauptbahnhof&diff=prev&oldid=437922116"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Phagspa_script&diff=prev&oldid=447545680"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Conflicts_in_1864&diff=prev&oldid=501815966"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Galapogos_islands&diff=prev&oldid=445552590"",""diff"")"	
112	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	81.0	81.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Małopolskie&diff=prev&oldid=444149600"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=February_15,_2003,_peace_marches&diff=prev&oldid=427912135"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lodz_Voivodeship&diff=prev&oldid=444149825"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lubusz_Province&diff=prev&oldid=444149546"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Global_protests_against_invasion_of_Iraq&diff=prev&oldid=427912151"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Irish_Flag&diff=prev&oldid=500254871"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Malopolskie_Voivodship&diff=prev&oldid=444149641"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_adventures_of_blinky_bill&diff=prev&oldid=500252791"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Bello_Babatunde&diff=prev&oldid=487659925"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rev._22:20&diff=prev&oldid=424919865"",""diff"")"	
113	"=HYPERLINK(""http://enwp.org/User:DixonDBot"",""DixonDBot"")"	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	100.0	55.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=1950–51_Football_League&diff=prev&oldid=396172571"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:Fb_team_Derby_County&diff=prev&oldid=547364145"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:1990s-pop-album-stub&diff=prev&oldid=547068286"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Attock&diff=prev&oldid=519741234"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=301&diff=prev&oldid=396578488"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Second_Battle_of_Beruna&diff=prev&oldid=411126206"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:Basho/Sumo_basho_awards&diff=prev&oldid=547161079"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Nida_Blanca&diff=prev&oldid=410957915"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:UIUCHistologySubject&diff=prev&oldid=547588688"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:West_Indies_Squad_1975_Cricket_World_Cup&diff=prev&oldid=547638012"",""diff"")"	
